ts	src	dst	type	ser	irt	seq	expected	data
95109	6001	6002	DAT	752	728	583	432	x'0219500e31a014a2084401000000ffff'
95125	6002	6001	ACK	729	752	432	584	x''
95203	6002	6001	DAT	730	0	432	584	x'42e256001900000000ffff'
95203	6001	6002	DAT	753	730	584	433	x'02292a432802000000ffff'
95218	6002	6001	DAT	731	753	433	585	x'02e9819a5b06d103a200000000ffff'
95218	6001	6002	DAT	754	0	585	433	x'022902b53500000000ffff'
95250	6002	6001	ACK	732	754	434	586	x''
95250	6001	6002	DAT	755	731	586	434	x'022a2a8328025100000000ffff'
95281	6002	6001	DAT	733	755	434	587	x'425254096400000000ffff'
95297	6001	6002	DAT	756	733	587	435	x'02292a4755046a8c00000000ffff'
95328	6002	6001	DAT	734	756	435	588	x'02292a87282a8728025100000000ffff'
95343	6001	6002	DAT	757	734	588	436	x'022a2a8728025100000000ffff'
95375	6002	6001	ACK	735	757	436	589	x''
95406	6002	6001	DAT	736	0	436	589	x'425254056400000000ffff'
95406	6001	6002	DAT	758	736	589	437	x'0229aa4055046aad00000000ffff'
95437	6002	6001	DAT	737	758	437	590	x'0229aa8028aa8028025100000000ffff'
95453	6001	6002	DAT	759	737	590	438	x'022aaa8028025100000000ffff'
95484	6002	6001	DAT	738	759	438	591	x'4252540d6400000000ffff'
95500	6001	6002	ACK	760	738	591	439	x''
95578	6001	6002	DAT	761	0	591	439	x'ccdb210ec2401085e14d0087c0236a314db048e004dc80a41a8124d51c00c515380657c1814123c9dfec4b87a54b8112c06ed6ad986f66de729afbcbabf27277d14167746a74467444ea865e0933cddd7db7b27365f8e8e0be13347a1432aa92f627841dd3b5642d55236af46c3748bc0c9a0c0559a7c777e458a7c65f6f7a502242940e9b2a0fdda13a1487de901a2293c69018129280d08fe4837aa41a69260c678572b16a41290a67c50259ffbe2190726cf8ca7e0b90384e5e14e70a3d5cbc14d2d66d38cb46d2a98ce154b7e94457812b5b6d6df47bfb64a5b515b6edecb473b0cf26bdf566dc9fa5d3a2181d97c362ba99e4a3d8b4f30a0000ffff'
95609	6002	6001	DAT	739	761	439	592	x'0229aa8428aa4495ad81e80189427b1500000000ffff'
95609	6001	6002	DAT	762	739	592	440	x'0295bda09219a9a0067527810535a84436865000000000ffff'
95640	6002	6001	DAT	740	762	440	593	x'02a9ad82a8ad8248822800000000ffff'
95656	6001	6002	ACK	763	740	593	441	x''
95703	6001	6002	DAT	764	0	593	441	x'02f2aa203c1005d2528dd002000000ffff'
95703	6002	6001	DAT	741	764	441	594	x'42d2520b6400000000ffff'
95734	6002	6001	DAT	742	0	442	594	x'0229aa8628aa8628025100000000ffff'
95734	6001	6002	ACK	765	741	594	442	x''
95765	6001	6002	DAT	766	742	594	443	x'0269a98528aa8628025100000000ffff'
95781	6002	6001	ACK	743	766	443	595	x''
95812	6002	6001	DAT	744	0	443	595	x'425254076400000000ffff'
95812	6001	6002	DAT	767	744	595	444	x'0229aa412802000000ffff'
95843	6002	6001	DAT	745	767	444	596	x'0229aa8128825a03a200000000ffff'
95843	6001	6002	DAT	768	0	596	444	x'022902754f01000000ffff'
95859	6002	6001	ACK	746	768	445	597	x''
95859	6001	6002	DAT	769	745	597	445	x'022aaa8128025100000000ffff'
95890	6002	6001	DAT	747	769	445	598	x'4252540f6400000000ffff'
95922	6001	6002	DAT	770	747	598	446	x'0229aa455504eabf02000000ffff'
95937	6002	6001	DAT	748	770	446	599	x'0229aa8528aa8528025100000000ffff'
95968	6001	6002	ACK	771	748	599	447	x''
96015	6002	6001	DAT	749	0	447	599	x'4252d4006400000000ffff'
96015	6001	6002	DAT	772	749	599	448	x'022aaa8528aa852aaa435504eae002000000ffff'
96047	6002	6001	ACK	750	772	448	600	x''
96125	6002	6001	DAT	751	0	448	600	x'0229aa8328aa8328aa4355d4086400000000ffff'
96125	6001	6002	ACK	773	751	600	449	x''
96218	6002	6001	DAT	752	0	449	600	x'42e236011900000000ffff'
96234	6001	6002	ACK	774	752	600	450	x''
96328	6002	6001	DAT	753	0	450	600	x'42e236031900000000ffff'
96343	6001	6002	ACK	775	753	600	451	x''
96422	6002	6001	DAT	754	0	451	600	x'42e2b6001900000000ffff'
96437	6001	6002	ACK	776	754	600	452	x''
96531	6002	6001	DAT	755	0	452	600	x'42e2b6021900000000ffff'
96547	6001	6002	DAT	777	755	600	453	x'0209d7a30a3742f4d641f4d6411535a02a6a820a37a20a3743859b50855b20c28cad50e9668434b738787d5f706a49406269716a0a435a624e712ac3e84670060786a1b3366a7423f8e8baaad17555a3e3af2369fc757423f8e8d8ee4818db1d5d93357cd7648d6e041fdd083eba117c74233829e3f6a03e3862b4244bdcda79c2d25ec75b01339c408d7606ff2bbce02d68111d38378203000000ffff'
96578	6002	6001	DAT	756	777	453	601	x'025900730dccc24628dd04a59b210e688638a01e423540a84608d504a1404a00000000ffff'
96593	6001	6002	DAT	778	756	601	454	x'32610737e88cd9c1ed3c4b7670d71dc86b80083642a82608055209000000ffff'
96625	6002	6001	ACK	757	778	454	602	x''
96656	6001	6002	DAT	779	0	602	454	x'028d19809a7fd0310300000000ffff'
96672	6002	6001	DAT	758	779	454	603	x'02e96881e8688188822800000000ffff'
96703	6001	6002	DAT	780	758	603	455	x'02ea6f8148822800000000ffff'
96734	6002	6001	ACK	759	780	455	604	x''
96750	6001	6002	DAT	781	0	604	455	x'0249b6222401000000ffff'
96781	6002	6001	DAT	760	781	455	605	x'0289b642445b21a2ada88e69033200000000ffff'
96812	6001	6002	DAT	782	760	605	456	x'028d33809a884045ad1045200a000000ffff'
96828	6002	6001	ACK	761	782	456	606	x''
96859	6001	6002	DAT	783	0	606	456	x'02296a432802000000ffff'
96875	6002	6001	DAT	762	783	456	607	x'02296a83286a83286a4355d40e6400000000ffff'
96906	6001	6002	ACK	784	762	607	457	x''
96953	6001	6002	DAT	785	0	607	457	x'02296a87286a83286a832a6a472802000000ffff'
96984	6002	6001	DAT	763	785	457	608	x'02296a87286a4795ed80e8018902000000ffff'
97015	6001	6002	DAT	786	763	608	458	x'0229ea80286a8728025100000000ffff'
97031	6002	6001	ACK	764	786	458	609	x''
97062	6001	6002	DAT	787	0	609	458	x'0229ea402802000000ffff'
97078	6002	6001	DAT	765	787	458	610	x'0229ea8028828a76a0aaed043200000000ffff'
97109	6001	6002	DAT	788	765	610	459	x'0229ea8428ea8028025100000000ffff'
97140	6002	6001	ACK	766	788	459	611	x''
97156	6001	6002	DAT	789	0	611	459	x'0229ea442802000000ffff'
97187	6002	6001	DAT	767	789	459	612	x'0229ea8428ea8428ea4455d4056400000000ffff'
97218	6001	6002	ACK	790	767	612	460	x''
97265	6001	6002	DAT	791	0	612	460	x'0229ea8228ea8428ea842aea422802000000ffff'
97281	6002	6001	ACK	768	791	460	613	x''
97375	6001	6002	DAT	792	0	613	460	x'0271bb115c00000000ffff'
97390	6002	6001	DAT	769	792	460	614	x'0229ea8228ea8228ea4255d40d55d48d2adc036400000000ffff'
97422	6001	6002	DAT	793	769	614	461	x'02e9e986a862ec81e8ed86e8ed8250201e000000ffff'
97453	6002	6001	DAT	770	793	461	615	x'02eae986e8015100000000ffff'
97468	6001	6002	DAT	794	770	615	462	x'02e9e941e801000000ffff'
97500	6002	6001	DAT	771	794	462	616	x'0229828af6a0aaed8528028902000000ffff'
97515	6001	6002	ACK	795	771	616	463	x''
97578	6001	6002	DAT	796	0	616	463	x'02a9ed85a8ed8128ea812aea452802000000ffff'
97593	6002	6001	DAT	772	796	463	617	x'4212ed83eae985e8812a025100000000ffff'
97625	6001	6002	DAT	797	772	617	464	x'0229ea8328ea8528025100000000ffff'
97656	6002	6001	ACK	773	797	464	618	x''
97672	6001	6002	DAT	798	0	618	464	x'ecdab109c2401886e1d4e20499c2d256c95a828dbd82a38803d8a4ca10ee602dfa627efc388e4b2eb953214e9032fff3de37bfcef8c1b5f7d7c7038b8615a2cad8a0424871c75d63865d6e30f13d8da48e18bf30dcba14aff8108a0e5dc1c137d0223200fe3ff6d361dfa06fc807f553c57c17e473231ec003f59ca3a9a9815a310da4bf81e7109c6307512e9615ca20d9809c12c739210a420128e85470da904991391496b9516988544082c7182c0245779414034340d8177d80afcff828257274586440a905248d40c4078f21e8e0d1ef8d8ed36eb32ef687d5b1ac38ec9e9fbf2db9f6b6e7fb22f444cbdfa4bd821f000000ffff'
97703	6002	6001	DAT	774	798	464	619	x'0289f64144fb50f5f44314814401000000ffff'
97718	6001	6002	DAT	799	774	619	465	x'02b58241150bb0150c1235865000000000ffff'
97750	6002	6001	ACK	775	799	465	620	x''
97781	6001	6002	DAT	800	0	620	465	x'0229ea472802000000ffff'
97812	6002	6001	ACK	776	800	465	621	x''
97890	6001	6002	DAT	801	0	621	465	x'02712720b800000000ffff'
97906	6002	6001	DAT	777	801	465	622	x'42129d00d5d30fd10355d48faa682254114831000000ffff'
97937	6001	6002	DAT	802	777	622	466	x'02e9990051c53811a27702442f480fb01f036a1d1b430499c5195c8bf9e3d6df3aa2f67c42aaf8d58c68199030000000ffff'
97953	6002	6001	DAT	778	802	466	623	x'022a9a005104a280759e6b317fdcfa5b47d49e4f4815bf9a112d031206000000ffff'
97984	6001	6002	DAT	803	778	623	467	x'029938116122000000ffff'
98000	6002	6001	DAT	779	803	467	624	x'02299e08513c11d5a84910bd205100000000ffff'
98031	6001	6002	DAT	804	779	624	468	x'0299340962d2448849200a000000ffff'
98062	6002	6001	ACK	780	804	468	625	x''
98093	6001	6002	DAT	805	0	625	468	x'02299a845004000000ffff'
98109	6002	6001	DAT	781	805	468	626	x'42129d0cd53309a207aa681223bc410a000000ffff'
98140	6001	6002	DAT	806	781	626	469	x'02299a0c513409a2084401000000ffff'
98156	6002	6001	ACK	782	806	469	627	x''
98187	6001	6002	DAT	807	0	627	469	x'02299a8c5004000000ffff'
98218	6002	6001	DAT	783	807	469	628	x'42523b05aa763244ed64885a1005000000ffff'
98234	6001	6002	DAT	808	783	628	470	x'02299a02513419a2084401000000ffff'
98265	6002	6001	ACK	784	808	470	629	x''
98297	6001	6002	DAT	809	0	629	470	x'02299a825004000000ffff'
98312	6002	6001	DAT	785	809	470	630	x'42523415aa680a44d11488221005000000ffff'
98343	6001	6002	DAT	810	785	630	471	x'02299a0a513405a2084401000000ffff'
98359	6002	6001	ACK	786	810	471	631	x''
98390	6001	6002	DAT	811	0	631	471	x'02299a8a5004000000ffff'
98422	6002	6001	ACK	787	811	471	632	x''
98500	6001	6002	DAT	812	0	632	471	x'0271a721b800000000ffff'
98515	6002	6001	DAT	788	812	471	633	x'4252340daa682a44d15488a2a9a88aa64315811403000000ffff'
98547	6001	6002	DAT	813	788	633	472	x'02e99906f5f47488de6910bd5321148807000000ffff'
98562	6002	6001	ACK	789	813	472	634	x''
98593	6001	6002	DAT	814	0	634	472	x'02e9998ed003000000ffff'
98625	6002	6001	DAT	790	814	472	635	x'022a9a0651340d55d10ca8a2e91045d3218a4014000000ffff'
98640	6001	6002	DAT	815	790	635	473	x'd4db310e016110c5f18d46a37501bdca0970081770038956afd3695c4544c5192412477003feec8bc9f8e6db102b6cb337d8f9cd7bb3ad76936159ce9eca45424b835d18b42cb028f8fb25801fdd30d9fb25b59ab9e6511817c42dc053f806dd60db423b056c60ed51bd33587ee76f8653f1dcc67da389b32007e0e03b757765915d07ac856a81da631a480368f00c9c3f01ce089b395cfe6ac363c1081681a245224004871e8642610442202804fa3b2c9097431918035f600b68a9a1a84256ae9588eeb6668dff68092ccc0017d8025a4aec8528f02434094ca95b2d8b240ba3c260a5fb0250489aa3c497b4b7cea4d7a7bc4a75051ba146a0012beb002b3e35555a7a28512290001002b1074096c7f1b0d82cfadbf37450f074f6ab5bea399a4fa2d49301ca97e33a40f988f4eeaf0b000000ffff'
98672	6002	6001	ACK	791	815	473	636	x''
98703	6001	6002	DAT	816	0	636	473	x'02d59c205168cd09000000ffff'
98718	6002	6001	DAT	792	816	473	637	x'42523413aa680644d10c88221005000000ffff'
98750	6001	6002	DAT	817	792	637	474	x'02299a09513403a2084401000000ffff'
98765	6002	6001	ACK	793	817	474	638	x''
98797	6001	6002	DAT	818	0	638	474	x'02299a895004000000ffff'
98828	6002	6001	DAT	794	818	474	639	x'4252340baa682644d14c88221005000000ffff'
98843	6001	6002	DAT	819	794	639	475	x'02299a05513413a2084401000000ffff'
98875	6002	6001	ACK	795	819	475	640	x''
98906	6001	6002	DAT	820	0	640	475	x'02299a855004000000ffff'
98922	6002	6001	DAT	796	820	475	641	x'4252341baa681644d12c88221005000000ffff'
98953	6001	6002	ACK	821	796	641	476	x''
99000	6001	6002	DAT	822	0	641	476	x'02299a0d51340ba2681654d16c842200000000ffff'
99031	6002	6001	ACK	797	822	476	642	x''
99109	6001	6002	DAT	823	0	642	476	x'0271e720b800000000ffff'
99125	6002	6001	ACK	798	823	476	643	x''
99218	6001	6002	DAT	824	0	643	476	x'0271e722b800000000ffff'
99234	6002	6001	DAT	799	824	476	644	x'42523407aa683644d16c88a2d9a88ae64215cd41159e0715064903000000ffff'
99250	6001	6002	ACK	825	799	644	477	x''
99312	6001	6002	DAT	826	0	644	477	x'02193107a289712e949e0731722ec4c8d9106a0e8482aa01978d502300000000ffff'
99328	6002	6001	DAT	800	826	477	645	x'42129e0f159e0731721ec4c839106a2e84020902000000ffff'
99359	6001	6002	DAT	827	800	645	478	x'0269990fd1320fa2084401000000ffff'
99390	6002	6001	ACK	801	827	478	646	x''
99422	6001	6002	DAT	828	0	646	478	x'02299a8f5004000000ffff'
99437	6002	6001	DAT	802	828	478	647	x'42d2b200aa653e44cb7c88221005000000ffff'
99453	6001	6002	DAT	829	802	647	479	x'02295a0051341fa2084401000000ffff'
99484	6002	6001	ACK	803	829	479	648	x''
99531	6001	6002	DAT	830	0	648	479	x'02295a805004000000ffff'
99531	6002	6001	ACK	804	830	479	649	x''
99562	6001	6002	DAT	831	0	649	479	x'ccdab10d83301085619751849486095250b005610d6a6a4642629e14d9287928a7584ff87c97048b11dcd8bf3fbdea7ec227f27d55659bc28a910291d76003480d1fb55d351091e1f09f109842c0256cf709b709e39ed6296814e993d2907764c463c0f3e21dd0eec850a73593d64a02735a33ed857168a95f014ec337c01ba31bb08da12d6e29d9adc7dd5412ce4a2c4f04ce721de785320b907960ec5b0cdb82b018c018'
99578	6002	6001	DAT	805	831	479	650	x'4252b410aa680144d10288221005000000ffff'
99578	6001	6002	ACK	832	805	650	480	x''
99609	6001	6002	DAT	833	0	650	480	x'bcb0a8e056f3e016a39615b40059802b2b5a793ad00b5525912a875302532990d2300aedf169c1733df6afb375f3d4f67800c3a56ed6f61b1eb7540b3e010000ffff02b578402520b0c5032a0c8d2114000000ffff'
99625	6002	6001	DAT	806	833	480	651	x'4252b408c800000000ffff'
99640	6001	6002	DAT	834	806	651	481	x'02b57840a248cd22501109000000ffff'
99672	6002	6001	DAT	807	834	481	652	x'02295a0851b410a2084401000000ffff'
99687	6001	6002	DAT	835	807	652	482	x'022a5a085104a200000000ffff'
99718	6002	6001	DAT	808	835	482	653	x'4252b418c800000000ffff'
99750	6001	6002	DAT	836	808	653	483	x'02295a84aa08548602000000ffff'
99765	6002	6001	DAT	809	836	483	654	x'02295a0451b408a2084401000000ffff'
99797	6001	6002	DAT	837	809	654	484	x'022a5a045104a200000000ffff'
99812	6002	6001	ACK	810	837	484	655	x''
99843	6001	6002	DAT	838	0	655	484	x'02295a8c5004000000ffff'
99859	6002	6001	DAT	811	838	484	656	x'4252b404aa683144d16288221005000000ffff'
99875	6001	6002	DAT	839	811	656	485	x'02295a0251b418a2084401000000ffff'
99906	6002	6001	ACK	812	839	485	657	x''
99953	6001	6002	DAT	840	0	657	485	x'02295a825004000000ffff'
99953	6002	6001	DAT	813	840	485	658	x'4252b414aa680944d11288221005000000ffff'
99984	6001	6002	ACK	841	813	658	486	x''
100047	6001	6002	DAT	842	0	658	486	x'02295a0a51b404a2680954d152842200000000ffff'
100062	6002	6001	DAT	814	842	486	659	x'4252b40caa682944d15288221005000000ffff'
100078	6001	6002	DAT	843	814	659	487	x'02295a0651b414a2084401000000ffff'
100109	6002	6001	ACK	815	843	487	660	x''
100156	6002	6001	DAT	816	0	487	660	x'4252b41cc800000000ffff'
100172	6001	6002	DAT	844	816	660	488	x'02295a86aa08549e03000000ffff'
100203	6002	6001	ACK	817	844	488	661	x''
100265	6002	6001	DAT	818	0	488	661	x'02295a0651b40ca26819aaa2154006000000ffff'
100281	6001	6002	DAT	845	818	661	489	x'02092f47155e01d1bb0ca2174401000000ffff'
100312	6002	6001	DAT	819	845	489	662	x'02295a0e51b41ca2084401000000ffff'
100328	6001	6002	ACK	846	819	662	490	x''
100375	6002	6001	DAT	820	0	490	662	x'4252b412c800000000ffff'
100390	6001	6002	DAT	847	820	662	491	x'02f2964378302d2b50b5806a0400000000ffff'
100422	6002	6001	DAT	821	847	491	663	x'02295a0151b402a2084401000000ffff'
100437	6001	6002	DAT	848	821	663	492	x'022a5a015104a200000000ffff'
100468	6002	6001	DAT	822	848	492	664	x'4252b40ac800000000ffff'
100484	6001	6002	ACK	849	822	664	493	x''
100562	6002	6001	DAT	823	0	493	664	x'42e2ae063200000000ffff'
100593	6001	6002	ACK	850	823	664	494	x''
100672	6002	6001	DAT	824	0	494	664	x'42e2ae013200000000ffff'
100687	6001	6002	ACK	851	824	664	495	x''
100765	6002	6001	DAT	825	0	495	664	x'42e2ae053200000000ffff'
100797	6001	6002	ACK	852	825	664	496	x''
100875	6002	6001	DAT	826	0	496	664	x'42e2ae033200000000ffff'
100890	6001	6002	DAT	853	826	664	497	x'd4dbb10dc2301484617780444d41c72830002bb0026c408f281800094147929e9659a818801e5de2939e1d3bb11d53d0be3285f549f767fa1ee199ae3fa56a6fd1a01fb807e649e22d9419f3c784fc241fb8676fcbd895c93cdf362c77e1bd6a6fc292813601c93f1ffdc8be8b6ab807ea8177a09ddc716de249aa91692ea2e5d859537fb793bfda498a91619260e017e8951a48ff731c4d9ec5fe4ae80ba025cf7245cfe0d82f765004c643b7d03e82915f3902e090f897dc0aa5164895b23bbae25c3bcc1db23b8256219c02a5c0276e87d80dbbc254100a7c229dc8a3d07034351a8dd90041a9bec033864f47079bce9a49b70012d97122c24406898c11e5ae171b0dda549a184c7acd0f2bb53d2d1fbb4dc3a4f1735d6f76d7cfac6bb3c36b2334808707e7bb792ef4b930cfa53e97e6b9d2e7ca3ce311fb020000ffff'
100922	6002	6001	DAT	827	853	497	665	x'025900b36815945e0da5d740e9b51007ac85386025845a05a1406a01000000ffff'
100937	6002	6001	DAT	828	0	498	665	x'02526b20144809000000ffff'
100937	6001	6002	DAT	854	827	665	498	x'02b63440a2c096c64a08b50a42ad86506b20144809000000ffff'
100968	6001	6002	ACK	855	828	666	499	x''
100968	6002	6001	ACK	829	854	499	666	x''
101000	6001	6002	DAT	856	0	666	499	x'0219b00e6100000000ffff'
101015	6002	6001	DAT	830	856	499	667	x'02e95807d1b10e22ba0ed5daf54006000000ffff'
101047	6001	6002	DAT	857	830	667	500	x'0219b01e62c03a88221005000000ffff'
101078	6002	6001	ACK	831	857	500	668	x''
101093	6001	6002	DAT	858	0	668	500	x'02295a8f5004000000ffff'
101125	6002	6001	DAT	832	858	500	669	x'02295a0f51b41ea2683daaa20d4006000000ffff'
101156	6001	6002	ACK	859	832	669	501	x''
101203	6001	6002	DAT	860	0	669	501	x'0229da0051b41ea2683d54d106842200000000ffff'
101234	6002	6001	ACK	833	860	501	670	x''
101312	6001	6002	DAT	861	0	670	501	x'02713722b800000000ffff'
101328	6002	6001	ACK	834	861	501	671	x''
101375	6001	6002	DAT	862	0	671	501	x'd4dbb109c260108661b010141710417014899dd85b8a695305b2801b0836360e616be3045616a99c455ebd83f3f8ff980415dc21c9f312ee1b0cbbe8201fafe014d2d7cfe8cbc59348f57045b708d48e2d1b5f35a1699ed6cc410a46afd3a8183f9bf393b9b3d40df338e66f5a34b6647cc568b568b1d852a134a80c0ac35645d3a2d09af88792a0142804ad012d8198fcbc053cb8088fee5ef54f88ae932144477214f78287c49efc48ea98d0219d531198894c2ee2564d61da88db465b26235791f66674b5b232e5b097357585b597347a45d34450a6165ccf30aba8339598193de7a2a64e21983d306560b6904524dd3b4d55ce2a354f6fb4b44a7a1dfb2f3a6eca2c59edb6d3cb78fdd4b1e82c1f1a1ed35eec27c21d0000ffff'
101390	6002	6001	ACK	835	862	501	672	x''
101406	6001	6002	DAT	863	0	672	501	x'02d513a07636b49e00000000ffff'
101437	6002	6001	DAT	836	863	501	673	x'0229da0051b401a26803aaa28d50451b518537418537a10a6f063200000000ffff'
101453	6001	6002	DAT	864	836	673	502	x'02d52da06a03446f82d2a00c0aac6b405c605db301426d8450204100000000ffff'
101484	6002	6001	DAT	837	864	502	674	x'021ab50962d4460805e201000000ffff'
101500	6001	6002	DAT	865	837	674	503	x'0219b1196104000000ffff'
101531	6002	6001	ACK	838	865	503	675	x''
101609	6001	6002	DAT	866	0	675	503	x'0271b720b800000000ffff'
101640	6002	6001	DAT	839	866	503	676	x'02a9854a6e86886e46d5b905aa680baaf0562003000000ffff'
101672	6001	6002	ACK	867	839	676	504	x''
101718	6001	6002	DAT	868	0	676	504	x'0299b0056ad25688495b207a374328a824b80c80ea01000000ffff'
101750	6002	6001	DAT	840	868	504	677	x'02096f85e8dd0ad18ba6681b44142409000000ffff'
101765	6001	6002	ACK	869	840	677	505	x''
101828	6001	6002	DAT	870	0	677	505	x'02a9dd0651bb15a2682b54d136842200000000ffff'
101843	6002	6001	DAT	841	870	505	678	x'02a9dd06510b15dd86aa763b9001000000ffff'
101875	6001	6002	DAT	871	841	678	506	x'0229da0e51b40da2084401000000ffff'
101906	6002	6001	ACK	842	871	506	679	x''
101922	6001	6002	DAT	872	0	679	506	x'0229da8e5004000000ffff'
101953	6002	6001	DAT	843	872	506	680	x'0229da0e51b41da2683baaa21d4006000000ffff'
101968	6001	6002	ACK	873	843	680	507	x''
102031	6001	6002	DAT	874	0	680	507	x'0229da0151b41da2683b54d10e842200000000ffff'
102047	6002	6001	DAT	844	874	507	681	x'0229da0151b403a26807aaa29d4006000000ffff'
102078	6001	6002	DAT	875	844	681	508	x'0229da0951b403a2084401000000ffff'
102093	6002	6001	ACK	845	875	508	682	x''
102125	6001	6002	DAT	876	0	682	508	x'0229da895004000000ffff'
102156	6002	6001	ACK	846	876	508	683	x''
102234	6001	6002	DAT	877	0	683	508	x'02717721b800000000ffff'
102250	6002	6001	DAT	847	877	508	684	x'0229da0951b413a26827aaa25da8dcdd503d206100000000ffff'
102281	6001	6002	DAT	878	847	684	509	x'02e9d905f5d66e88de5d10bd3b21148807000000ffff'
102312	6002	6001	ACK	848	878	509	685	x''
102343	6001	6002	DAT	879	0	685	509	x'02e9d98dd003000000ffff'
102359	6002	6001	DAT	849	879	509	686	x'02ead905d183a6680f54d16e88a2dd1045200a000000ffff'
102375	6001	6002	DAT	880	849	686	510	x'02a9dd0351bb1ba2084401000000ffff'
102406	6002	6001	ACK	850	880	510	687	x''
102453	6001	6002	DAT	881	0	687	510	x'0229da835004000000ffff'
102453	6002	6001	DAT	851	881	510	688	x'4252b417aa680f44d11e88221005000000ffff'
102484	6001	6002	ACK	882	851	688	511	x''
102547	6001	6002	DAT	883	0	688	511	x'0229da0b51b407a2680f54d15e842200000000ffff'
102562	6002	6001	DAT	852	883	511	689	x'4252b40faa682f44d15e88221005000000ffff'
102578	6001	6002	DAT	884	852	689	512	x'0229da0751b417a2084401000000ffff'
102609	6002	6001	ACK	853	884	512	690	x''
102609	6001	6002	DAT	885	0	690	512	x'ec9bbb0dc24010444f22c3744002759060510212a2087e8632882887d00d205102096558de01565e1db7fedee184605b38cdcd7b334a8720cb9ff7ad926e41b76f42b7a6c60fe19a39c280d4ea5d040c3abda4609a42bfa1dbd2ede8f67407ba84ee4877326e8b078a7d688a8640a2113459b1a4a6d0e5114634655ea36a4cd31ee6dbf2799ab7e903cb479a3d6cf548a3e74fe2daebf492c621a07138ebbbde0185ab3297ba12b8904a3ceca62e56136ca6501a3d8226933c576d64d33c903c503c28f24cf24212bc5fa8ee08a9657bf02ae34aab9778ff8d7a49065d1f4a7bdfd6161b5b3e557ad6e879cbad6db86182d9f598adce87268b75a822efa67933dd942eb6d93fbbac3436d26c1badae8926c965d9bed827c1e4cdf075e0de04836ada3b60d7fe171f13db68b389263266f1195947593cbf5de2c978b940903059b27a5575e77ba4557539000000ffff'
102640	6002	6001	DAT	854	885	512	691	x'4252b41fc800000000ffff'
102656	6001	6002	ACK	886	854	691	513	x''
102765	6001	6002	DAT	887	0	691	513	x'02b57241cd5aa4562e68a92b48783f4218000000ffff'
102765	6002	6001	DAT	855	887	513	692	x'42e21e80ea81e9dd0fd1bb1fa217240a000000ffff'
102781	6001	6002	DAT	888	855	692	514	x'02098356bf021bbf205160e3771f8402f100000000ffff'
102797	6002	6001	DAT	856	888	514	693	x'3286f000000000ffff'
102828	6001	6002	ACK	889	856	693	515	x''
102859	6001	6002	DAT	890	0	693	515	x'02a93d80500b000000ffff'
102859	6002	6001	DAT	857	890	515	694	x'42d27310aaf60044ed0188221005000000ffff'
102890	6001	6002	DAT	891	857	694	516	x'02a93d08517b00a2084401000000ffff'
102922	6002	6001	ACK	858	891	516	695	x''
102968	6002	6001	DAT	859	0	516	695	x'42527408c800000000ffff'
102968	6001	6002	DAT	892	0	695	516	x'02293a885004000000ffff'
102984	6002	6001	ACK	860	892	517	696	x''
102984	6001	6002	DAT	893	859	696	517	x'0229022da305000000ffff'
103015	6002	6001	DAT	861	893	517	697	x'02293a08517410a2084401000000ffff'
103047	6001	6002	DAT	894	861	697	518	x'022a3a08517410aae8104211000000ffff'
103062	6002	6001	DAT	862	894	518	698	x'42527418aae81044d12188221005ac18b7dfdeb0a04873f261893ae5e76e2db7ad41c200000000ffff'
103093	6001	6002	DAT	895	862	698	519	x'02293a0c517408a20844318b336cbfbd614191e6e4c31275cacfdd5a6e5b838401000000ffff'
103125	6002	6001	ACK	863	895	519	699	x''
103172	6001	6002	DAT	896	0	699	519	x'02e93d8cd00b000000ffff'
103172	6002	6001	DAT	864	896	519	700	x'42d27b04aaf73044ef61885e1005000000ffff'
103203	6001	6002	DAT	897	864	700	520	x'02e93d02d17b18a2174401000000ffff'
103218	6002	6001	ACK	865	897	520	701	x''
103265	6001	6002	DAT	898	0	701	520	x'02293a825004000000ffff'
103281	6002	6001	ACK	866	898	520	702	x''
103375	6001	6002	DAT	899	0	702	520	x'02718f22b800000000ffff'
103375	6002	6001	DAT	867	899	520	703	x'42527414aae80844d11188a223a88a8e4115811403000000ffff'
103406	6001	6002	DAT	900	867	703	521	x'02e9390a51c5780ca2f72844ef110805e201000000ffff'
103422	6002	6001	DAT	868	900	521	704	x'022a3a0a5104a200000000ffff'
103453	6001	6002	ACK	901	868	704	522	x''
103484	6002	6001	DAT	869	0	522	704	x'4252741cc800000000ffff'
103500	6001	6002	ACK	902	869	704	523	x''
103562	6001	6002	DAT	903	0	704	523	x'02e93986aae73854f8384218000000ffff'
103578	6002	6001	DAT	870	903	523	705	x'42e29e80ea81e93d0ed17b1ca2f7188402f100000000ffff'
103609	6001	6002	ACK	904	870	705	524	x''
103672	6001	6002	DAT	905	0	705	524	x'02099f8018711ca2f7188402f1787cc16a403d5b1e94085cb7d50cbc3fc2fdbf3e24029fbd320447d802410b7c1178026131000000ffff'
103687	6002	6001	DAT	871	905	524	706	x'42d27312aaf60444ed0988221005000000ffff'
103703	6001	6002	DAT	906	871	706	525	x'02597c1262f109888d200a000000ffff'
103734	6002	6001	ACK	872	906	525	707	x''
103765	6001	6002	DAT	907	0	707	525	x'02293a895004000000ffff'
103781	6002	6001	ACK	873	907	525	708	x''
103875	6001	6002	DAT	908	0	708	525	x'02714f21b800000000ffff'
